MunicipioNome | MunicipioCodigo | Ano | ICV
São José do Divino | 3163300 | 2020 | 77.62788879598662
São Pedro da União | 3163904 | 2015 | 100.0
São Pedro da União | 3163904 | 2016 | 100.0
São Pedro da União | 3163904 | 2017 | 92.15446120689656
São Pedro da União | 3163904 | 2018 | 94.09037337662338
São Pedro da União | 3163904 | 2019 | 100.0
São Pedro da União | 3163904 | 2020 | 100.0
São Roque de Minas | 3164308 | 2015 | 74.41774703557311
São Roque de Minas | 3164308 | 2016 | 75.0
São Roque de Minas | 3164308 | 2017 | 100.0
São Roque de Minas | 3164308 | 2018 | 85.38157467532467
São Roque de Minas | 3164308 | 2019 | 100.0
São Roque de Minas | 3164308 | 2020 | 100.0
São Sebastião da Bela Vista | 3164407 | 2015 | 100.0
São Sebastião da Bela Vista | 3164407 | 2016 | 100.0
São Sebastião da Bela Vista | 3164407 | 2017 | 100.0
São Sebastião da Bela Vista | 3164407 | 2018 | 100.0
São Sebastião da Bela Vista | 3164407 | 2019 | 100.0
São Sebastião da Bela Vista | 3164407 | 2020 | 100.0
São Sebastião do Oeste | 3164605 | 2015 | 62.5
São Sebastião do Oeste | 3164605 | 2016 | 75.0
São Sebastião do Oeste | 3164605 | 2017 | 94.00842672413793
São Sebastião do Oeste | 3164605 | 2018 | 100.0
São Sebastião do Oeste | 3164605 | 2019 | 98.4404861630516
São Sebastião do Oeste | 3164605 | 2020 | 100.0
São Sebastião do Rio Verde | 3164902 | 2015 | 92.91654150197628
São Sebastião do Rio Verde | 3164902 | 2016 | 100.0
São Sebastião do Rio Verde | 3164902 | 2017 | 100.0
São Sebastião do Rio Verde | 3164902 | 2018 | 100.0
São Sebastião do Rio Verde | 3164902 | 2019 | 50.0
São Sebastião do Rio Verde | 3164902 | 2020 | 100.0
São Tomás de Aquino | 3165107 | 2015 | 100.0
São Tomás de Aquino | 3165107 | 2016 | 100.0
São Tomás de Aquino | 3165107 | 2017 | 100.0
São Tomás de Aquino | 3165107 | 2018 | 100.0
São Tomás de Aquino | 3165107 | 2019 | 100.0
São Tomás de Aquino | 3165107 | 2020 | 100.0
São Thomé das Letras | 3165206 | 2015 | 100.0
São Thomé das Letras | 3165206 | 2016 | 79.70443037974684
São Thomé das Letras | 3165206 | 2017 | 100.0
São Thomé das Letras | 3165206 | 2018 | 50.0
São Thomé das Letras | 3165206 | 2019 | 75.0
São Thomé das Letras | 3165206 | 2020 | 85.64776337792642
Setubinha | 3165552 | 2015 | 100.0
Setubinha | 3165552 | 2016 | 100.0
Setubinha | 3165552 | 2017 | 100.0
Setubinha | 3165552 | 2018 | 94.67220779220779
Setubinha | 3165552 | 2019 | 100.0
Setubinha | 3165552 | 2020 | 100.0
Senador Amaral | 3165578 | 2015 | 100.0
Senador Amaral | 3165578 | 2016 | 75.0
Senador Amaral | 3165578 | 2017 | 75.0
Senador Amaral | 3165578 | 2018 | 89.91691558441559
Senador Amaral | 3165578 | 2019 | 90.12807965594615
Senador Amaral | 3165578 | 2020 | 75.0
Senador Cortes | 3165602 | 2015 | 96.82677371541502
Senador Cortes | 3165602 | 2016 | 100.0
Senador Cortes | 3165602 | 2017 | 100.0
Senador Cortes | 3165602 | 2018 | 100.0
Senador Cortes | 3165602 | 2019 | 100.0
Senador Cortes | 3165602 | 2020 | 100.0
Senador Modestino Gonçalves | 3165909 | 2015 | 100.0
Senador Modestino Gonçalves | 3165909 | 2016 | 91.73888753651411
Senador Modestino Gonçalves | 3165909 | 2017 | 100.0
Senador Modestino Gonçalves | 3165909 | 2018 | 90.81800324675325
Senador Modestino Gonçalves | 3165909 | 2019 | 75.0
Senador Modestino Gonçalves | 3165909 | 2020 | 100.0
Seritinga | 3166402 | 2015 | 100.0
Seritinga | 3166402 | 2016 | 100.0
Seritinga | 3166402 | 2017 | 100.0
Seritinga | 3166402 | 2018 | 100.0
Seritinga | 3166402 | 2019 | 100.0
Seritinga | 3166402 | 2020 | 75.0
Silvianópolis | 3167400 | 2015 | 97.39962450592886
Silvianópolis | 3167400 | 2016 | 100.0
Silvianópolis | 3167400 | 2017 | 100.0
Silvianópolis | 3167400 | 2018 | 100.0
Silvianópolis | 3167400 | 2019 | 100.0
Silvianópolis | 3167400 | 2020 | 100.0
Soledade de Minas | 3167806 | 2015 | 100.0
Soledade de Minas | 3167806 | 2016 | 100.0
Soledade de Minas | 3167806 | 2017 | 94.6281896551724
Soledade de Minas | 3167806 | 2018 | 100.0
Soledade de Minas | 3167806 | 2019 | 100.0
Soledade de Minas | 3167806 | 2020 | 100.0
Tapiraí | 3168200 | 2015 | 95.56090415019763
Tapiraí | 3168200 | 2016 | 93.43861246348588
Tapiraí | 3168200 | 2017 | 81.25
Tapiraí | 3168200 | 2018 | 100.0
Tapiraí | 3168200 | 2019 | 98.31998317127898
Tapiraí | 3168200 | 2020 | 92.48768812709031
Teixeiras | 3168507 | 2015 | 100.0
Teixeiras | 3168507 | 2016 | 93.54303797468354
Teixeiras | 3168507 | 2017 | 87.5
Teixeiras | 3168507 | 2018 | 100.0
Teixeiras | 3168507 | 2019 | 100.0
Teixeiras | 3168507 | 2020 | 100.0
Tocantins | 3169000 | 2015 | 88.71568181818182
Tocantins | 3169000 | 2016 | 73.86963972736125
Tocantins | 3169000 | 2017 | 87.5
Tocantins | 3169000 | 2018 | 100.0
Tocantins | 3169000 | 2019 | 100.0
Tocantins | 3169000 | 2020 | 75.0
Ubaí | 3170008 | 2015 | 56.25
Ubaí | 3170008 | 2016 | 56.25
Ubaí | 3170008 | 2017 | 75.0
Ubaí | 3170008 | 2018 | 69.59954545454545
Ubaí | 3170008 | 2019 | 50.0
Ubaí | 3170008 | 2020 | 74.29623745819399
Uruana de Minas | 3170479 | 2015 | 73.649540513834
Uruana de Minas | 3170479 | 2016 | 88.31548198636807
Uruana de Minas | 3170479 | 2017 | 75.0
Uruana de Minas | 3170479 | 2018 | 100.0
Uruana de Minas | 3170479 | 2019 | 92.02193904263277
Uruana de Minas | 3170479 | 2020 | 100.0
Vargem Bonita | 3170602 | 2015 | 91.53987648221344
Vargem Bonita | 3170602 | 2016 | 100.0
Vargem Bonita | 3170602 | 2017 | 100.0
Vargem Bonita | 3170602 | 2018 | 100.0
Vargem Bonita | 3170602 | 2019 | 96.79818810770382
Vargem Bonita | 3170602 | 2020 | 100.0
Mathias Lobato | 3171501 | 2015 | 100.0
Mathias Lobato | 3171501 | 2016 | 97.61579357351509
Mathias Lobato | 3171501 | 2017 | 100.0
Mathias Lobato | 3171501 | 2018 | 100.0
Mathias Lobato | 3171501 | 2019 | 100.0
Mathias Lobato | 3171501 | 2020 | 100.0
Virgolândia | 3171808 | 2015 | 87.5
Virgolândia | 3171808 | 2016 | 97.85589337877312
Virgolândia | 3171808 | 2017 | 81.25
Virgolândia | 3171808 | 2018 | 95.23376623376623
Virgolândia | 3171808 | 2019 | 79.60303103964098
Virgolândia | 3171808 | 2020 | 75.0
Wenceslau Braz | 3172202 | 2015 | 100.0
Wenceslau Braz | 3172202 | 2016 | 100.0
Wenceslau Braz | 3172202 | 2017 | 100.0
Wenceslau Braz | 3172202 | 2018 | 100.0
Wenceslau Braz | 3172202 | 2019 | 100.0
Wenceslau Braz | 3172202 | 2020 | 50.0
