MunicipioNome | MunicipioCodigo | Ano | IRH
São Sebastião do Rio Verde | 3164902 | 2019 | 78.235
São Sebastião do Rio Verde | 3164902 | 2020 | 77.645
São Tomás de Aquino | 3165107 | 2015 | 78.405
São Tomás de Aquino | 3165107 | 2016 | 77.795
São Tomás de Aquino | 3165107 | 2017 | 77.74
São Tomás de Aquino | 3165107 | 2018 | 77.3
São Tomás de Aquino | 3165107 | 2019 | 77.47
São Tomás de Aquino | 3165107 | 2020 | 76.555
São Thomé das Letras | 3165206 | 2015 | 78.405
São Thomé das Letras | 3165206 | 2016 | 79.305
São Thomé das Letras | 3165206 | 2017 | 78.19
São Thomé das Letras | 3165206 | 2018 | 78.12
São Thomé das Letras | 3165206 | 2019 | 78.235
São Thomé das Letras | 3165206 | 2020 | 77.645
Setubinha | 3165552 | 2015 | 80.65
Setubinha | 3165552 | 2016 | 79.27
Setubinha | 3165552 | 2017 | 79.48
Setubinha | 3165552 | 2018 | 79.64
Setubinha | 3165552 | 2019 | 78.51
Setubinha | 3165552 | 2020 | 78.31
Senador Amaral | 3165578 | 2015 | 78.405
Senador Amaral | 3165578 | 2016 | 77.26
Senador Amaral | 3165578 | 2017 | 77.325
Senador Amaral | 3165578 | 2018 | 76.97
Senador Amaral | 3165578 | 2019 | 77.19
Senador Amaral | 3165578 | 2020 | 76.14
Senador Cortes | 3165602 | 2015 | 79.34
Senador Cortes | 3165602 | 2016 | 29.395
Senador Cortes | 3165602 | 2017 | 29.165
Senador Cortes | 3165602 | 2018 | 28.575
Senador Cortes | 3165602 | 2019 | 28.58
Senador Cortes | 3165602 | 2020 | 78.01
Senador Modestino Gonçalves | 3165909 | 2015 | 80.65
Senador Modestino Gonçalves | 3165909 | 2016 | 79.27
Senador Modestino Gonçalves | 3165909 | 2017 | 79.48
Senador Modestino Gonçalves | 3165909 | 2018 | 79.64
Senador Modestino Gonçalves | 3165909 | 2019 | 78.51
Senador Modestino Gonçalves | 3165909 | 2020 | 78.31
Seritinga | 3166402 | 2015 | 78.405
Seritinga | 3166402 | 2016 | 80.445
Seritinga | 3166402 | 2017 | 79.475
Seritinga | 3166402 | 2018 | 79.655
Seritinga | 3166402 | 2019 | 79.18
Seritinga | 3166402 | 2020 | 78.545
Silvianópolis | 3167400 | 2015 | 78.405
Silvianópolis | 3167400 | 2016 | 28.445
Silvianópolis | 3167400 | 2017 | 27.995
Silvianópolis | 3167400 | 2018 | 27.74
Silvianópolis | 3167400 | 2019 | 77.58500000000001
Silvianópolis | 3167400 | 2020 | 74.405
Soledade de Minas | 3167806 | 2015 | 78.405
Soledade de Minas | 3167806 | 2016 | 79.305
Soledade de Minas | 3167806 | 2017 | 78.19
Soledade de Minas | 3167806 | 2018 | 78.12
Soledade de Minas | 3167806 | 2019 | 78.235
Soledade de Minas | 3167806 | 2020 | 77.645
Tapiraí | 3168200 | 2015 | 80.49
Tapiraí | 3168200 | 2016 | 80.1
Tapiraí | 3168200 | 2017 | 79.285
Tapiraí | 3168200 | 2018 | 78.92
Tapiraí | 3168200 | 2019 | 79.41
Tapiraí | 3168200 | 2020 | 78.88
Teixeiras | 3168507 | 2015 | 79.97
Teixeiras | 3168507 | 2016 | 78.825
Teixeiras | 3168507 | 2017 | 78.66
Teixeiras | 3168507 | 2018 | 78.57
Teixeiras | 3168507 | 2019 | 79.215
Teixeiras | 3168507 | 2020 | 78.545
Tocantins | 3169000 | 2015 | 77.795
Tocantins | 3169000 | 2016 | 77.855
Tocantins | 3169000 | 2017 | 76.87
Tocantins | 3169000 | 2018 | 77.025
Tocantins | 3169000 | 2019 | 77.58
Tocantins | 3169000 | 2020 | 76.76
Ubaí | 3170008 | 2015 | 78.98
Ubaí | 3170008 | 2016 | 78.27
Ubaí | 3170008 | 2017 | 78.3
Ubaí | 3170008 | 2018 | 78.77
Ubaí | 3170008 | 2019 | 78.115
Ubaí | 3170008 | 2020 | 78.33
Uruana de Minas | 3170479 | 2015 | 80.025
Uruana de Minas | 3170479 | 2016 | 80.145
Uruana de Minas | 3170479 | 2017 | 79.685
Uruana de Minas | 3170479 | 2018 | 79.255
Uruana de Minas | 3170479 | 2019 | 80.525
Uruana de Minas | 3170479 | 2020 | 80.095
Vargem Bonita | 3170602 | 2015 | 80.49
Vargem Bonita | 3170602 | 2016 | 80.1
Vargem Bonita | 3170602 | 2017 | 79.285
Vargem Bonita | 3170602 | 2018 | 78.92
Vargem Bonita | 3170602 | 2019 | 79.41
Vargem Bonita | 3170602 | 2020 | 78.88
Mathias Lobato | 3171501 | 2015 | 80.845
Mathias Lobato | 3171501 | 2016 | 79.59
Mathias Lobato | 3171501 | 2017 | 79.185
Mathias Lobato | 3171501 | 2018 | 79.48
Mathias Lobato | 3171501 | 2019 | 80.245
Mathias Lobato | 3171501 | 2020 | 78.32
Virgolândia | 3171808 | 2015 | 80.845
Virgolândia | 3171808 | 2016 | 79.59
Virgolândia | 3171808 | 2017 | 79.185
Virgolândia | 3171808 | 2018 | 79.48
Virgolândia | 3171808 | 2019 | 80.245
Virgolândia | 3171808 | 2020 | 78.32
Wenceslau Braz | 3172202 | 2015 | 78.405
Wenceslau Braz | 3172202 | 2016 | 78.445
Wenceslau Braz | 3172202 | 2017 | 77.995
Wenceslau Braz | 3172202 | 2018 | 77.74
Wenceslau Braz | 3172202 | 2019 | 77.58500000000001
Wenceslau Braz | 3172202 | 2020 | 74.405
