MunicipioNome | MunicipioCodigo | Ano | IRS
São José do Divino | 3163300 | 2019 | 33.333333333333336
São José do Divino | 3163300 | 2020 | 33.333333333333336
São Pedro da União | 3163904 | 2015 | 0.7266666666666667
São Pedro da União | 3163904 | 2016 | 18.330000000000002
São Pedro da União | 3163904 | 2017 | 33.333333333333336
São Pedro da União | 3163904 | 2018 | 33.333333333333336
São Pedro da União | 3163904 | 2019 | ?
São Pedro da União | 3163904 | 2020 | ?
São Roque de Minas | 3164308 | 2015 | 28.89
São Roque de Minas | 3164308 | 2016 | 31.546666666666667
São Roque de Minas | 3164308 | 2017 | 28.33
São Roque de Minas | 3164308 | 2018 | 28.593333333333334
São Roque de Minas | 3164308 | 2019 | 28.66
São Roque de Minas | 3164308 | 2020 | 28.560000000000002
São Sebastião da Bela Vista | 3164407 | 2015 | ?
São Sebastião da Bela Vista | 3164407 | 2016 | ?
São Sebastião da Bela Vista | 3164407 | 2017 | ?
São Sebastião da Bela Vista | 3164407 | 2018 | ?
São Sebastião da Bela Vista | 3164407 | 2019 | ?
São Sebastião da Bela Vista | 3164407 | 2020 | ?
São Sebastião do Oeste | 3164605 | 2015 | 33.333333333333336
São Sebastião do Oeste | 3164605 | 2016 | 33.333333333333336
São Sebastião do Oeste | 3164605 | 2017 | 33.333333333333336
São Sebastião do Oeste | 3164605 | 2018 | 33.333333333333336
São Sebastião do Oeste | 3164605 | 2019 | 33.333333333333336
São Sebastião do Oeste | 3164605 | 2020 | 33.333333333333336
São Sebastião do Rio Verde | 3164902 | 2015 | ?
São Sebastião do Rio Verde | 3164902 | 2016 | ?
São Sebastião do Rio Verde | 3164902 | 2017 | ?
São Sebastião do Rio Verde | 3164902 | 2018 | ?
São Sebastião do Rio Verde | 3164902 | 2019 | ?
São Sebastião do Rio Verde | 3164902 | 2020 | ?
São Tomás de Aquino | 3165107 | 2015 | 33.333333333333336
São Tomás de Aquino | 3165107 | 2016 | 33.333333333333336
São Tomás de Aquino | 3165107 | 2017 | 33.333333333333336
São Tomás de Aquino | 3165107 | 2018 | 33.333333333333336
São Tomás de Aquino | 3165107 | 2019 | 33.333333333333336
São Tomás de Aquino | 3165107 | 2020 | 33.333333333333336
São Thomé das Letras | 3165206 | 2015 | 33.333333333333336
São Thomé das Letras | 3165206 | 2016 | 33.333333333333336
São Thomé das Letras | 3165206 | 2017 | 33.333333333333336
São Thomé das Letras | 3165206 | 2018 | 33.333333333333336
São Thomé das Letras | 3165206 | 2019 | 33.17
São Thomé das Letras | 3165206 | 2020 | ?
Setubinha | 3165552 | 2015 | ?
Setubinha | 3165552 | 2016 | 16.25
Setubinha | 3165552 | 2017 | ?
Setubinha | 3165552 | 2018 | ?
Setubinha | 3165552 | 2019 | ?
Setubinha | 3165552 | 2020 | 33.333333333333336
Senador Amaral | 3165578 | 2015 | 0.0
Senador Amaral | 3165578 | 2016 | 0.0
Senador Amaral | 3165578 | 2017 | 0.0
Senador Amaral | 3165578 | 2018 | 0.0
Senador Amaral | 3165578 | 2019 | ?
Senador Amaral | 3165578 | 2020 | ?
Senador Cortes | 3165602 | 2015 | ?
Senador Cortes | 3165602 | 2016 | ?
Senador Cortes | 3165602 | 2017 | ?
Senador Cortes | 3165602 | 2018 | ?
Senador Cortes | 3165602 | 2019 | 33.333333333333336
Senador Cortes | 3165602 | 2020 | ?
Senador Modestino Gonçalves | 3165909 | 2015 | 33.333333333333336
Senador Modestino Gonçalves | 3165909 | 2016 | 33.333333333333336
Senador Modestino Gonçalves | 3165909 | 2017 | 33.333333333333336
Senador Modestino Gonçalves | 3165909 | 2018 | 33.333333333333336
Senador Modestino Gonçalves | 3165909 | 2019 | 33.333333333333336
Senador Modestino Gonçalves | 3165909 | 2020 | 24.063333333333333
Seritinga | 3166402 | 2015 | 33.333333333333336
Seritinga | 3166402 | 2016 | 33.333333333333336
Seritinga | 3166402 | 2017 | 33.333333333333336
Seritinga | 3166402 | 2018 | 33.333333333333336
Seritinga | 3166402 | 2019 | ?
Seritinga | 3166402 | 2020 | ?
Silvianópolis | 3167400 | 2015 | ?
Silvianópolis | 3167400 | 2016 | ?
Silvianópolis | 3167400 | 2017 | ?
Silvianópolis | 3167400 | 2018 | ?
Silvianópolis | 3167400 | 2019 | ?
Silvianópolis | 3167400 | 2020 | ?
Soledade de Minas | 3167806 | 2015 | ?
Soledade de Minas | 3167806 | 2016 | ?
Soledade de Minas | 3167806 | 2017 | 25.003333333333334
Soledade de Minas | 3167806 | 2018 | 25.63
Soledade de Minas | 3167806 | 2019 | 25.636666666666667
Soledade de Minas | 3167806 | 2020 | ?
Tapiraí | 3168200 | 2015 | ?
Tapiraí | 3168200 | 2016 | 33.333333333333336
Tapiraí | 3168200 | 2017 | ?
Tapiraí | 3168200 | 2018 | ?
Tapiraí | 3168200 | 2019 | ?
Tapiraí | 3168200 | 2020 | 33.333333333333336
Teixeiras | 3168507 | 2015 | ?
Teixeiras | 3168507 | 2016 | ?
Teixeiras | 3168507 | 2017 | ?
Teixeiras | 3168507 | 2018 | ?
Teixeiras | 3168507 | 2019 | ?
Teixeiras | 3168507 | 2020 | ?
Tocantins | 3169000 | 2015 | ?
Tocantins | 3169000 | 2016 | ?
Tocantins | 3169000 | 2017 | ?
Tocantins | 3169000 | 2018 | ?
Tocantins | 3169000 | 2019 | ?
Tocantins | 3169000 | 2020 | ?
Ubaí | 3170008 | 2015 | ?
Ubaí | 3170008 | 2016 | 27.566666666666666
Ubaí | 3170008 | 2017 | 32.910000000000004
Ubaí | 3170008 | 2018 | ?
Ubaí | 3170008 | 2019 | ?
Ubaí | 3170008 | 2020 | 33.333333333333336
Uruana de Minas | 3170479 | 2015 | 33.333333333333336
Uruana de Minas | 3170479 | 2016 | 33.333333333333336
Uruana de Minas | 3170479 | 2017 | ?
Uruana de Minas | 3170479 | 2018 | ?
Uruana de Minas | 3170479 | 2019 | 29.08
Uruana de Minas | 3170479 | 2020 | 33.333333333333336
Vargem Bonita | 3170602 | 2015 | ?
Vargem Bonita | 3170602 | 2016 | ?
Vargem Bonita | 3170602 | 2017 | ?
Vargem Bonita | 3170602 | 2018 | 33.333333333333336
Vargem Bonita | 3170602 | 2019 | 33.333333333333336
Vargem Bonita | 3170602 | 2020 | 33.333333333333336
Mathias Lobato | 3171501 | 2015 | ?
Mathias Lobato | 3171501 | 2016 | ?
Mathias Lobato | 3171501 | 2017 | ?
Mathias Lobato | 3171501 | 2018 | ?
Mathias Lobato | 3171501 | 2019 | ?
Mathias Lobato | 3171501 | 2020 | 33.333333333333336
Virgolândia | 3171808 | 2015 | ?
Virgolândia | 3171808 | 2016 | ?
Virgolândia | 3171808 | 2017 | ?
Virgolândia | 3171808 | 2018 | ?
Virgolândia | 3171808 | 2019 | ?
Virgolândia | 3171808 | 2020 | ?
Wenceslau Braz | 3172202 | 2015 | ?
Wenceslau Braz | 3172202 | 2016 | ?
Wenceslau Braz | 3172202 | 2017 | ?
Wenceslau Braz | 3172202 | 2018 | ?
Wenceslau Braz | 3172202 | 2019 | ?
Wenceslau Braz | 3172202 | 2020 | ?
